1,相変わらず批判凄いですね (・_・、) まぁしょうがないですね。 これだけ売れてたら… 1章の様な曲を歌っていって欲しいですね いつまでもつのかこの人気… お願いだからネスとショーキチに歌わせて下さい(`□')┘ 四人でパート分けしてハモるとか…お願いします!
4,この作品自体は見たこと無かったんですが、友人のカーステに入ってたの聞きまして、一度に全種買いました。 　正直、キャラクター・背景等については、全く知識はなかったのですが、昔の「スネークマンショウ」並みに馬鹿馬鹿しいです。 　これからブルーレイ版を買い揃えようかと思っております。
2,パーフェクトイャーでベスト3枚という事で最初のキャッチーを購入したのですがイマイチだった為、エンタもバラードも購入する気はなかったのですが、知人からプレゼントされてしまいました。 がやはりベストなだけあり、知ってる曲ばかりで新鮮味もなくアレンジも感動を覚えるものではありませんでした。 DVD内でのメンバ-の発言を聞く限りでは、1章を消そうとかという考えではなさそうにも感じましたがやはり昔からのファンにとっては気持ちのいい再録ではないですよね。私もその1人ですが... 唯一『僕へ』という曲が良かった事と2009年EXILE2章らしい曲を出してくれるのに期待を込めて☆は2つにしておきます。 ※LD&amp;Hは残念です。
2,たしかに絢香の歌い方って自己満足なんですよね 押し付けがましい。 自分さえ気持ちよければいい お前ら聴け聴け みたいな感じで リスナーを癒したり元気づけたりというより ただ自分が気持ちよく歌いたいだけ みたいな まぁ ジャイアンのリサイタルみたいな で DVD付きのほうにもレビューしましたが 私の両方買った絢香信者の友達からブックレットを見せてもらいましたが ぶっちゃけ3000円くらいのCDのみのに初回限定で同じ価格でつければいいだろ って内容でした てっきりデビューから今までの未公開の写真が沢山あるのかと思いきや ジャケと同じ日に短時間で撮った写真が並べられてるだけ(衣装は一応何回か変えてる) ほんとに安い予算で高いカネを取りますな
2,私は荒削りな１ｓｔの方が好きです。 ２ｎｄは衝撃がなかった！ よりポップになりすぎて残念。 売ろう、売ろうとしてるのが丸見え。（まぁしょうがないことだけど） ＣＭタイアップ曲などが多いので、若干聴きあきるのが早かった気がします。 次回作に期待。
1,歌はパッとしない。 かといって、ダンスもPerfumeぐらい複雑でカッコイイわけでもない。 完全にルックスで音楽を成立させようとしてる。 音楽を本気で愛してる人たちに失礼なのでは? 体に自信あるなら、グラビア行けばいいと思うし。
5,キングダムハーツの音楽は、聴いていると感動します。 なんだか、じーんと…。 宇多田さんの主題歌も、聴けば聴くほど好きになりました。 このゲームにとって、やっぱり宇多田さんは欠かせない存在だと思います。 嬉しかったのは、入ってないかなぁと思っていたアトランティカでのミュージカル曲が、ちゃんと全曲入っていたことです。これは本当に嬉しかった。 ゲームを自分でプレイしているときは、あまりゆっくりと聴くことが出来ない皆の歌声が、じっくりと何度でも楽しめます。 少し残念だったのは、ジャケットですかね。 前作のときは、ちゃんとゲームジャケットとは別の絵だったのに…。 いえ、でも、そんな細かいこと気にならないほど好きになれた音楽です。 前作と同じ音楽が結構入っていて（オリンポスとか）これでスペース取られてるよな…と思ってしまうことはありましたが、それは仕方のないことだと割り切りました。 かなり個人的感想。 ロクサスの切ない曲のすぐ後に入っているソラの曲がもの凄く明るかったのは、ちょっと笑えました。
1,何このオンチ? こんな公害CD出して良いんですかね??? しかもこんなオンチがMステに出してもらってるとか世も末だなWWW 事務所の力って恐ろしい
1,曲のアレンジが、POPすぎるので残念！！ 音は、本田毅の現在の音作りで良いのですが・・・ 全体的に新鮮味も無く、JILLのヴォーカルの衰えがはっきり解ります。（息継ぎしすぎ・・・）
5,話題のTVアニメ『東のエデン』待望のオリジナルサウンドトラックです。 放送中からず〜っと待っていたのですがやっと発売されました!!。 音楽を担当したのは押井守監督作品や近年では『ガンダム00』や『DEATH NOTE』等、アニメ・実写のジャンルを問わず国内外で広く活躍されている川井憲次さん。 『東のエデン』本編で使用されたBGMの数々に加え、OP曲「oasis/Falling Down」&amp;ED曲「school food punishment/futuristic imagination」もフルバージョンで収録。 勿論、最終回などで流れた印象的なゴスペル曲「Reveal the World」も確り入ってます。 本作のBGMはコーラス等を加えた重厚な音作りが印象的な川井作品の中では軽めな部類ですが、それ故に聞き易く環境音楽にも適していると思います。 劇場版の公開も控えたこのタイミングでファンの手元に届いたこのCD。 ここは１つサントラを聴き滝沢や森美のその後に想いを巡らせながら公開日を待つのもまた一興ではないでしょうか?。
5,エリックのボーカルの良さが際立ってますね。 特にカーペンターズのカバーは、後半のハイトーンボイスが胸に染みます。 There You'll Beはエクストリームっぽい感じだけど好きです。 早くこのアルバムを聴きながらドライブに行きたいな〜。
