2,Jaheimのような才能あるアーティストから期待されたものではありません、彼はプロデューサーを変えたのでしょうか？プロデューサーを変えたのでしょうか？音楽と声の男が私にはうまくマッチしていませんでした。  このアルバムは、彼の前の2枚のアルバムから大きくグレードダウンしたもので、購入することはないでしょう。次回はもっと頑張ってください、Jaheim 本当にがっかりしました。
1,これは映画の音楽ではありません。この購入は大失敗でした。タイトルの音楽クレジットを検索して、音楽配信会社からトラックをダウンロードした方が良いだろう。
1,このCDを録音しなければならなかった技術者に感謝して、星1つ。なんということでしょう！決して作られるべきではありませんでした。ジュリーだって、これをステージで演奏するのはもう限界だ。彼女は歌の途中で半分しゃべり、その声は明らかにこの映画を作った時のものではありません。ジュリーには申し訳ないが、そっとしておくべきだった。  他のキャストも映画と同レベルではありません。ロバート・プレストンの代わりに出演したトニー・ロバーツ...彼の最高の日ではない。レスリー・アン・ウォーレンは映画ではとても斬新でしたが、レイチェル・ヨークは彼女の真似をしようとしているようですが、そうではありません。マイケル・ヌーリ？最低です。舞台用に追加された曲は......もういい。これ以上言及する価値もない。彼らは何を考えていたのか」というファイルに入っている。ジュリーがトニー賞のノミネートを拒否したのは、他のショーが見過ごされたから？ジュリー、それは理由があったんだ、ショーがクソだったからさ！
1,Laylaは史上最も過大評価された曲のひとつだ。クリームは歴史上最も退屈なバンドのひとつだ。自分のために、ダイアー・ストレイツやメタリカのようなロックで楽しいバンドを買ったらどうだろう。  PS.このクラプトンのコンピレーションには良い曲がないので、絶対に買わないでください。
1,私はこの録音が本当にひどいもので、ルース・ヘンシャールが唯一聴く価値のあるものでした。ジョージ役のジョン・シンクレアは忌々しい。まるで『ハロー、ドリー』のマイケル・クロフォードの（下手な）真似をしているように聞こえる。    イローナは低音で、文字通り低音なのです。彼女のために、&quot;I Don't Know His Name&quot;の第2パートは、実に奇妙なキーチェンジをしています。彼女が少しでも才能があれば、彼女が歌いやすいようにキーチェンジするのも理解できるのだが、彼女にはその価値はない。    オーケストレーションも奇妙で、奇妙なそり鐘の音が頻繁に登場する。他の歌手は、まあまあ（コダーイ-きれいな声だが、あまり表現力がない）から悪い（マラチェク氏は、「Days Gone By」のEVER SINGLE NOTEを引きずっている。）    もちろん、バーバラ・クック（オリジナル）が、ダイアン・フラタントーニを圧倒していることを除けば、ブロードウェイのリバイバルは、私の耳には、まだ最高の声を持っています（しかし、ラウンドアバウトのオリジナルのアマリア、迷惑なジュディ・クーンよりはずっと進歩していました）。     このロンドン版は、「SHE LOVES ME」の熱烈なファンか、マゾヒストにしか勧められません。私はこれをもう一度聴くくらいなら、「You've Got Mail」のひどい視聴をもう一回我慢する方がましです。
1,セックス・ピストルのことを考えると、モンキーズはボーイズ・バンドとしてもっとうまくやっていたと思う。正直に言うと、セックス・ピストルとは、マーケティングのための策略だったのです。彼らは別の世代のNSyncのようなものだ。
2,ニコラ・ディ・バリの15曲の大ヒット曲をスペイン語で収録したこのコレクションには、彼の最も重要で人気のある曲の1つ、quot;Lisa de los ojos azules&quot;が欠けています。この曲がなければ、このCDは買わなかっただろう。
1,"なぜこのアルバムを楽しむ人がいるのか、私には理解できない。歌詞はダダイストの詩壇から飛び出してきたようなものだし、（ほとんどの）ギターワークにはまったく個性がない。  良いロック・アルバムの基準とは何だろう？どんな基準であれ、それを演奏することが喜びでなければならない。6teen Stone』は、意図的なものと思わざるを得ないほど、その基準を大きく逸脱している。しかし、ブッシュがニルヴァーナを模倣しようとしたことに対しては、怒りというより軽蔑の念を抱かせる。ニルヴァーナが明瞭なギターリフとミニマルで喚起的な歌詞を持つのに対し、ブッシュは鈍い鼓動のギタードローンで、リスナーには倦怠感からくる怒りのようなものしか映し出さない。  6teen Stone』について、これ以上言うことはない。Swim』のような曲の歌詞を聴くことの恥ずかしさについては語れるだろうが：薄くなった氷／14台のヘアードライヤー／あなたへ泳ぐ／地上の炎の欲望」。あるいは、最後の曲である「X-Girlfriend」の芸術的な自殺は、小さなギターのウェーリングと6語程度のノンストップ・コーラスで構成された曲である。  それくらいしか言えない。もう十分な警告をしたつもりなので、あなた自身の判断で選んでください。このアルバムには、""Machinehead ""と ""Glycerine ""に分かれて、約5分の良い音楽が収録されているのだ。1曲目はエネルギッシュで、コントロールについてよく構成された曲（11年ほど前にTotal Request Liveでこの曲のPVを見たことがあるかもしれない）、2曲目はオーバーダブされたギター、震えるチェロ、驚くほどまとまりのあるロスデイルによるセレナーデである。この曲は、崩れかけた建物を支える根太と同じように、このアルバムを支えている。"
1,Amazonで楽曲が聴けないのは理由があります-聴けたら買わないでしょう。私は多くのレビューを読み、メタリカが少しでも似ていると言及されていることから、試してみる価値があると考えました。このバンドはメタリカとは似ても似つかない。ディスクは捨ててしまった。
2,私はシェリル・クロウをいつも中道的なロックアーティストとして見てきました。   妻と私は彼女のディスクを何枚か手に入れ、さらに「ベスト盤」のCDも手に入れたので、彼女の最新作をとても楽しみにしていたのだが、この作品は...zzzzzzz、シェリルのコーヒーに何を入れているのだろうと思わせるものだった。   このアルバムには「ハートとソウル」が詰まっていると言っているレビュアーもいますね？  そうかもしれませんが、非常に洗練されたダルスヴィルの作品でもあるのです。   アルバムカバーのグラフィックについては、あるレビュアーが書いていたようなロジャー・ディーンのYesのカバーや60年代風のサイケデリアではなく、多くのアーティストやバンドが使っている非常に「モダン」なグラフィックアートを見ることができます。ケリー・クラークソン、ヴァインズ、ドンナなどなど、数え上げればきりがない。  ハイライトグッドイズグッド（そろそろ新しい「ベスト盤」コレクションが必要な時期なのでは？）
